      id  bayes.sfh.sfr10Myrs  bayes.sfh.sfr10Myrs_err  bayes.stellar.m_star  bayes.stellar.m_star_err  bayes.cfht.megacam.u  bayes.cfht.megacam.u_err  bayes.paranal.vircam.H  bayes.paranal.vircam.H_err  bayes.paranal.vircam.J  bayes.paranal.vircam.J_err  bayes.paranal.vircam.Ks  bayes.paranal.vircam.Ks_err  bayes.subaru.suprime.Y  bayes.subaru.suprime.Y_err  bayes.subaru.suprime.g  bayes.subaru.suprime.g_err  bayes.subaru.suprime.i  bayes.subaru.suprime.i_err  bayes.subaru.suprime.r  bayes.subaru.suprime.r_err  bayes.subaru.suprime.z  bayes.subaru.suprime.z_err     best.chi_square  best.reduced_chi_square  best.attenuation.Av_BC  best.attenuation.Av_ISM  best.attenuation.galex.FUV  best.attenuation.generic.bessell.B  best.attenuation.generic.bessell.V  best.attenuation.mu  best.attenuation.slope_BC  best.attenuation.slope_ISM  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age   best.universe.age  best.universe.luminosity_distance  best.universe.redshift    best.dust.luminosity  best.sfh.integrated            best.sfh.sfr     best.sfh.sfr100Myrs      best.sfh.sfr10Myrs        best.stellar.lum     best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young    best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young       best.stellar.n_ly   best.stellar.n_ly_old  best.stellar.n_ly_young   best.cfht.megacam.u  best.subaru.suprime.g  best.subaru.suprime.r  best.subaru.suprime.i  best.subaru.suprime.z  best.subaru.suprime.Y  best.paranal.vircam.J  best.paranal.vircam.H  best.paranal.vircam.Ks 
  380401     9114.35076743725       1982.5095948916085     3179383848041.001         466959664442.4262     4.482693038950196       0.32739004140804984       30.59193147183151          0.5938449214162947      27.130628787463433          0.4694510656225335         36.0780447290987           0.8851169080785897      21.109169123074494          0.4152864111337647       8.599597495195763         0.25105762286426353      17.036001330970308          0.4384360204887011      14.244615585812467         0.38127466133069915      19.081995844604826         0.45973994253653655  14.143748692743223        1.767968586592903       1.272727272727273                      1.0          3.5064372479225736                  1.4483666395792323                  1.1888706791664236                 0.44                       -1.3                        -0.7         500.0                50.0              500.0               0.1             10000.0              100.0        282.6768994635218               0.0                      0.02                                   10.0   10616.55643591051              4.256625406464877e+25                  0.2632  1.8548248974793726e+40   4010741778975.0195       9279.581379452218        5942.70257872257       9330.267119179107   2.476958010373276e+40  2.6695981794710903e+39    9.942029017584159e+36      2.659656150453506e+39   1.075604617764069e+40   1.401353392609207e+40   764878047518.3062       762039213169.2753         2838834349.030848    3245863824205.164        3155399986855.487          90463837349.67691   8.106764101218326e+56   3.668344055892161e+54    8.070080660659404e+56     4.246722477069999      8.452110510766543     14.337541756426434     17.187548271511297       19.2494544780859     21.288048257824446      27.39402243729606      30.88447204572719      36.512511649722946 
  502709   13900.779797959261        695.0389898979631     52166500295906.04        2608325014795.3022    0.8194871523788184      0.002335557541922896       34.91875210622111        0.011860355822791126      26.090416214867798        0.018213497453471453        41.06151371073579         0.011236646912670924        19.4586495390433        0.017719967009326675      1.8032487367093146       0.0019553103812231768      13.191073219361655        0.013613504716172785        5.85602645299487        0.002914440654942073       16.85596691555755        0.016444289479585074   9.068288094645231        1.133536011830654       1.272727272727273                      1.0           3.615560006767649                   1.259078369499589                  1.0501344274498687                 0.44                       -1.3                        -0.7        1000.0                50.0             1000.0              0.01             10000.0              100.0        790.0140810542925               0.0                      0.02                                   10.0   7786.913859711682              1.163711131729581e+26                  0.6184    4.19401576106009e+40    68031903684857.54      13881.769181038433         7300.4899874466      13900.739089059603   6.644414907259911e+40  4.0179547327177276e+39    4.471730080018318e+37      3.973237431917545e+39  4.5539735410701055e+40  2.0904413661898046e+40  15865795194710.473      15861574691142.248         4220503568.222621    52166108627082.14        52031321739048.97         134786888033.17178  1.2171478512095209e+57  1.1499688901046289e+55   1.2056481623084746e+57    0.8210302362002402     1.8090512109336159      5.884203491113244     13.220507106629496      16.88959242432737      19.47952598242912       26.1242705749117     34.939839860682994        41.0853641588934 
  719726   15114.744405262958        2500.544839503559     50770740821751.66          5293083243193.34    0.4491460311105535     0.0078027715703132905      14.385768545286329          0.5645391951969582       9.415419247380783         0.19223991075748847       18.178494008585538           0.9119930598584594       6.280858124203077         0.07130266558478263      0.6914384891667985        0.008330645494139602      3.7270154502359496         0.15520563448477603      1.4165672538897995          0.0443531259103901       5.063814356549142         0.10768386872657308   24.35429656584987        3.044287070731234       1.272727272727273                      1.0           3.615332981500549                  1.3640311173071982                  1.0985358626990123                 0.44                       -1.3                        -0.7        3000.0                50.0             3000.0              0.01             10000.0              500.0       2007.7485499810448               0.0                      0.02                                   10.0   6979.631286835627              1.490133706412763e+26                  0.7576  3.7320071775389527e+40    69675743500206.78      15992.561459713701       9241.146266007503      16014.584057605049   5.576245302166563e+40   4.626539347409167e+39    4.911792840300409e+37      4.577421419006163e+39    3.16791767540211e+40  2.4083276267644534e+40  18535200864011.633       18530338557692.57         4862306319.062522    51140542793943.06       50985259258867.234            155283535075.82  1.4020469453962717e+57  1.3064174523728393e+55   1.3889827708725433e+57    0.4487715855071287     0.6910002796060696     1.4116577405502064     3.7059607911149874      5.069153552278657     6.3148403695978725      9.522278728009438     14.600850243981114       18.46360858856785 
  855094   15147.880287085374        757.3940143542687     205563161829130.2         10278158091456.51     0.640104607856113       0.00794080916498465      40.607244792974726         0.22212976343016483      25.628939500224742          0.1115849773973845        53.22409649282949          0.33834816620770813       16.33277599158265         0.05296324031565548      1.0858927972299348        0.009063321468314909       8.741147991291975        0.024989647855701756      2.8074369773933707        0.006311439345445057      13.258643651920277         0.03954392579349715   6.435111369847524       0.8043889212309405       1.272727272727273                      1.0            3.31411268135619                  1.2328089801915068                  1.0316971295447361                 0.44                       -1.3                        -0.7        4500.0                50.0             4500.0               0.0             10000.0             1000.0       2712.2089818425143               0.0                      0.02                                   10.0   6748.963014641281             1.5977599151269512e+26                   0.802   6.437382478779709e+40    283391837567886.5      15100.957285174893      15696.284909161917      15153.926977063156   1.113749783363154e+41   4.465156866007905e+39    1.398017461597542e+38      4.325355119848151e+39   8.860078892261582e+40  2.2774189413699584e+40   77784560060200.42        77779954028690.4         4606031510.010188   205607277657636.06       205460344418575.75          146933239060.3141  1.3445815807448113e+57   3.212393576473122e+55   1.3124576449800802e+57    0.6388796892669173     1.0819552549313072     2.7925114613841258        8.6984481572811      13.24523697809451      16.27595013852928     25.571185731159964     40.531407755086306       53.18092887139412 
  893228    469.7538070684032       23.487690353420163     22010211355408.21        1100510567770.4106   0.17000291966718678     0.0018871056177828778      19.246722792245237         0.03862198931221732      14.126145808118821        0.022941319336276838       24.793430480562908          0.05425640602243928       8.677829907832853        0.008372796008241064      0.6840973340147659        0.002674504867965464       5.412413667107651       0.0016242459972294866      2.8614968002833843       0.0034686490608955155      7.3688853650509945         0.00572302249666545  11.581126178721789       1.4476407723402236       1.272727272727273                      1.0          3.3050379785379858                  1.1972968922225726                  1.0141997912787093                 0.44                       -1.3                        -0.7        6000.0                50.0             6000.0               0.0             10000.0             1000.0        4068.072596133615               0.0                      0.02                                   10.0   9547.095775615138              6.488027599383647e+25                   0.379   3.444655885740487e+39   30904123710674.527       468.1313468642808      487.96313306792877       469.8912356743519   6.674841938199137e+39  1.4498289583432782e+38   1.0884975065580748e+37     1.3409792076874708e+38   5.968716678732312e+39   7.061252594668242e+38   8893646867090.777       8893504025350.562        142841740.21484593   22010476848235.875       22005920777594.457          4556070641.416643   4.308825818318604e+55    2.39859391511242e+54    4.068966426807362e+55   0.17070105006015496     0.6864426113218904      2.869748695259118      5.421592043378926      7.379028693429041      8.690297628806155     14.148282327250794     19.257309277998246      24.818997700359986 
 1038810   2668.6256595237314       133.43128297618657    122720094951134.02        10902678836466.654   0.22057842631947835      0.007559278787296982      33.191602167065426          1.1896049815505454       20.41562181706945          0.4922240888421923        41.34978644736372            1.587674563892229      12.901824091948187         0.18439036080290463      0.6341510533470117        0.017018822359269003       6.763190749846096        0.007344440843207052      2.3592163778409434         0.04438840908325577      10.166464137227669          0.0927693365457605   11.12517384742742       1.3906467309284276       1.272727272727273                      1.0          3.3050379785379858                  1.1972968922225726                  1.0141997912787093                 0.44                       -1.3                        -0.7        6000.0                50.0             6000.0               0.0             10000.0             1000.0        4068.072596133615               0.0                      0.02                                   10.0  7717.4406280726025             1.1890852436808009e+26                  0.6295  1.9535788093596708e+40   175267554163905.06       2654.928415395161      2767.4010645197914      2664.9093296003116   3.785524650015349e+40   8.222461761536947e+38    6.173231037838702e+37      7.605138657753076e+38   3.385057552747824e+40   4.004670972675247e+39   50438826500492.77      50438016397521.586          810102971.187774   124828727689796.03       124802888699330.06         25838990465.963287   2.443678292143703e+56  1.3603223080192732e+55   2.3076460613417758e+56   0.21924479389329884     0.6317538458115532     2.3545157284898592      6.768839932976108      10.19535622192793     12.944803137271656      20.52671882829842      33.43262748086792       41.66365326636748 
 1209790   15046.175273750656        2132.130270010451     8144408267587.155         976726711379.5314    1.1847954167407406        0.0835586159715111      12.050452653217866           0.346490374737661        9.37158890477232         0.26603427087030473        13.59101964869054           0.4081769825181371        7.54296215197976         0.19845864233399713      1.8187664129885939         0.08735656339136919        6.16290346573787         0.10822511920771533      3.9438638912575503        0.042147796315651465      6.9942289151676835         0.16509010790905773   3.874187419726833       0.4842734274658541       1.272727272727273                      1.0          3.3558004623846367                  1.3763605343422274                  1.1370710512761495                 0.44                       -1.3                        -0.7        1000.0                50.0             1000.0               0.0             10000.0             1000.0       382.92427424404616               0.0                      0.02                                   10.0   8064.521562239042             1.0667923344292678e+26                  0.5755  3.2071246561364484e+40   10273303190482.145      14312.568088540973      14287.107746195878      14312.298284800207   4.371168023360924e+40   4.111592181117744e+39   1.6952720331229094e+37      4.094639460786515e+39  2.2179118616172007e+40   2.153256161743723e+40  2050400916817.9185      2046058598304.1829         4342318513.735662    8222902414211.843        8084121749161.362         138780665050.48013  1.2484477525660165e+57   5.938174280555273e+54   1.2425095782854611e+57    1.1791626466566931     1.8231970351319653      4.003154764797284      6.218674735071297     7.0521904756784775      7.596424084354927      9.419316519526266     12.087775563619568      13.615156626293983 
  839138    914.9648941702301        45.74824470851151    146686125201697.53         7334306260084.877   0.20756488193747935     3.449848157036685e-07       32.87032054034383       4.229160475956972e-06      23.869011941765596       7.891689604250854e-06        41.57517297121949       2.3186270611258673e-05       16.07713208949961      1.2686065367954092e-05      0.5040005160685073       1.202531413455865e-07       7.378419913600496        8.17289967857196e-06      2.0162660068934803      1.2728405962680245e-06      14.223357639682266       1.380309387872848e-05   5.165027014303914       0.6456283767879892       1.272727272727273                      1.0           2.749016599900255                  1.1685727309862206                  1.0038968615761312                 0.44                       -1.3                        -0.7        1000.0                50.0             1000.0               0.0             10000.0              100.0        799.1318673877013               0.0                      0.02                                   10.0   6119.596370654089             1.9319301342165902e+26                  0.9361   5.415568855366879e+40   191643285791605.34       878.3725832915718      1415.0243605795754       914.9648940328628  1.0575505581887504e+41    3.50261331963209e+38    9.545880404501486e+37      2.548025279181941e+38  1.0439557063396155e+41   1.359485184913482e+39  44957160601122.586       44956877196700.09        283404422.48767215   146686125200283.56       146677258955691.03          8866244592.506617   9.671713020624018e+55  1.9440177002980344e+55    7.727695320325984e+55   0.20991875146312175      0.507869216365015      2.034114427884331      7.473543679909369     14.303203714990998     16.122542329504697     23.931756641883062      32.94179218170432       41.60975792047892 
  973322    2902.325252329719        442.1581124034558    512284959592.34534         62594601621.93629    1.4041787378748434      0.052485721189442745       7.860017234204199         0.07150911765605253      6.9655272446931695        0.046459438008346884        9.225938386809814          0.13934653447735326       5.396074893477559         0.06623833721451039      2.4485796765031527         0.03883112552869448       4.361287614917263         0.09701533227414781       3.730164512734083         0.09197755326224112       4.870663178548227         0.08753420864402864    3.60238009682568         0.45029751210321       1.272727272727273                      1.0           3.517423152669341                  1.5433922984686752                  1.2660177550083378                 0.44                       -1.3                        -0.7         500.0                50.0              500.0               0.1             10000.0             8000.0        148.8378149337283               0.0                      0.02                                   10.0   10754.45958799313              4.005656305496285e+25                  0.2495   5.819516836121363e+39    563882780864.0548      3113.0788296763517      2365.4525855154266       3096.761253108776   7.587372294244838e+39   8.917709145817934e+38    2.744082681129596e+36      8.890268319006638e+38  2.9208782241058474e+39  4.6664940701389906e+39   90777221067.22688       89840215416.99434         937005650.2325469   473105589865.16266        443074982841.8943          30030607023.26841   2.708887638083515e+56  1.0964541728438608e+54   2.6979230963550767e+56    1.4393272140617521     2.4618440979294323     3.7044835521501267      4.323246844278725      4.831376688242848      5.361575136683632     6.9361491867615905      7.842286006670182       9.215347898915894 
  512611     69513.3960455416        8644.366030946403    11003072576933.648        1445820863577.1582    1.6280802459544734       0.06064989252061354      11.446460842402495         0.17147830316815343        8.56400512855553         0.17881879230045775       13.669715254776253          0.23331891691159978       7.084513460708123         0.17556644422595244      2.2357059722390336         0.07602824846770466       5.834511300857894         0.14824849607465798        3.07103313314243          0.0510237683328118        6.70430319274917          0.1716507405907432  6.3590849600331785       0.7948856200041473       1.272727272727273                      1.0           3.517423152669341                  1.5433922984686752                  1.2660177550083378                 0.44                       -1.3                        -0.7         500.0                50.0              500.0               0.1             10000.0             8000.0        148.8378149337283               0.0                      0.02                                   10.0   6570.463282244506             1.6861667673792438e+26                   0.838  1.2929202546064593e+41   12527766292860.465       69163.17602335033       52553.18689244414       68800.64892970296  1.6856841546672432e+41  1.9812446813027524e+40    6.096520000983226e+37     1.9751481613017692e+40    6.48930611171212e+40   1.036753543496031e+41  2016794711310.2598       1995977285775.088         20817425535.17188   10510972249577.467        9843783182651.621          667189066925.8473  6.0183272827603305e+57  2.4359888427824027e+55    5.993967394332507e+57    1.6429416377576065      2.254081539630873     3.1000968901114736      5.876000310367122      6.717241656920985       7.09306697226633      8.543270132626755     11.386167721907574      13.565258220470916 
