      id     bayes.sfh.sfr10Myrs  bayes.sfh.sfr10Myrs_err  bayes.stellar.m_star  bayes.stellar.m_star_err    bayes.cfht.megacam.u  bayes.cfht.megacam.u_err  bayes.paranal.vircam.H  bayes.paranal.vircam.H_err  bayes.paranal.vircam.J  bayes.paranal.vircam.J_err  bayes.paranal.vircam.Ks  bayes.paranal.vircam.Ks_err  bayes.subaru.suprime.Y  bayes.subaru.suprime.Y_err  bayes.subaru.suprime.g  bayes.subaru.suprime.g_err  bayes.subaru.suprime.i  bayes.subaru.suprime.i_err  bayes.subaru.suprime.r  bayes.subaru.suprime.r_err  bayes.subaru.suprime.z  bayes.subaru.suprime.z_err      best.chi_square  best.reduced_chi_square  best.attenuation.Av_BC  best.attenuation.Av_ISM  best.attenuation.galex.FUV  best.attenuation.generic.bessell.B  best.attenuation.generic.bessell.V  best.attenuation.mu  best.attenuation.slope_BC  best.attenuation.slope_ISM  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age   best.universe.age  best.universe.luminosity_distance  best.universe.redshift    best.dust.luminosity  best.sfh.integrated            best.sfh.sfr     best.sfh.sfr100Myrs      best.sfh.sfr10Myrs        best.stellar.lum     best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young    best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young       best.stellar.n_ly   best.stellar.n_ly_old  best.stellar.n_ly_young     best.cfht.megacam.u   best.subaru.suprime.g   best.subaru.suprime.r  best.subaru.suprime.i  best.subaru.suprime.z  best.subaru.suprime.Y  best.paranal.vircam.J  best.paranal.vircam.H  best.paranal.vircam.Ks 
 1283217     0.12229773047647133     0.018393567080675886     29795863.07032284          4226013.74452299    0.009261258863536858     0.0004132318124979131     0.04591922776120887      0.00026389279529816863    0.038902700015351434      0.00016397341377205642      0.04081327505786338        0.0003560446040991119     0.03460210425296602      0.00023051850967564474     0.01851847760007358       0.0002627399477920398    0.026970276456419674      0.00028892028678226126     0.02259022779148858       0.0003036426153837618    0.030960365667853325       0.0001937898267236886    17.98506685531738       2.2481333569146726       1.272727272727273                      1.0          3.3733985999065146                  1.4298467171416807                  1.1807615249584287                 0.44                       -1.3                        -0.7         500.0                50.0              500.0               0.0             10000.0              500.0       191.47441587685202               0.0                      0.02                                   10.0  13419.590326245558              3.610752281592203e+24                  0.0259   2.245989400216384e+35   38339899.431181006     0.10690322704426557     0.10610273728506499      0.1068951227918631  2.9862035273179074e+35   3.069015803095075e+34   1.0689379132249443e+32     3.0583264239628257e+34  1.3779509424857045e+35  1.6082525848322029e+35   6739835.691479913       6707405.230409087        32430.461070827012    31600064.78910064       30563544.016910877           1036520.77218976   9.320867554927009e+51   4.043645543562056e+49    9.280431099491388e+51    0.009341697911600744     0.01884449623976184    0.022968584454039685    0.02731293718661828    0.03127757473126299    0.03485975299104561    0.03899972845921154    0.04587483662475326    0.040434765513516845 
 1008398    0.000545677706474639   0.00020961551681778347     938343.2120855303         46917.16060427652   0.0003940854305674883    1.0049709214773902e-05    0.002474082636190688      1.5310316077822746e-05   0.0021164205804818374       8.268378172744026e-06     0.002179785842028206          1.6329626201886e-05   0.0019188049885963633      1.2280224395086335e-05    0.001001925867037133       1.934685131856756e-05    0.001520092240832067      1.5703930269410338e-05   0.0012787284676499945       1.976167042596837e-05   0.0017230043154910343       1.041303471221305e-05   239.67779219311896        29.95972402413987       1.272727272727273                      1.0          3.0070723185683743                  1.2392996236433163                  1.0459743826940453                 0.44                       -1.3                        -0.7         500.0                50.0              500.0               0.0             10000.0              100.0        315.0481813051479               0.0                      0.02                                   10.0  13571.061592366486             2.0882730116140163e+24                  0.0151   1.668672592850095e+33   1194311.4199620488   0.0004227572597614639   0.0006392175405205581  0.00043833561441183254   2.484617645306395e+33    1.23554758438262e+32   1.1108648162932419e+30     1.2244389362196875e+32  1.8324006884577324e+33   6.522169568486626e+32  240208.86498338523      240073.40774773952         135.4572356456863    954102.5596275058        949854.6606848404          4247.898942665399   3.744056257616113e+49   3.032782311558421e+47    3.713728434500529e+49  0.00040357375325065565   0.0010147740417748856   0.0012927163916407873  0.0015321964126167444   0.001742035315288034  0.0019323780769967592   0.002123907019731786  0.0024806378563980926    0.002167124540341568 
  566114    0.011153331096100658      0.00423500362419977     37100309.77419432         7079618.858870646   0.0035846768669072072    0.00027176514134236103     0.04536925217167913       0.0016549435027410628    0.036085062832073245       0.0010354301521563177     0.040397792605259164        0.0014321322960895795    0.029992752888958647       0.0005557630900898118    0.009737030781853487       0.0004929625506647392    0.020981840232738615      0.00037487824556472316    0.015401039427139532       0.0004851671608273645    0.025874875841100438      0.00034470835567894403    1.894417047895533       0.2368021309869416       1.272727272727273                      1.0           3.342782767529397                  1.2890030928718161                  1.0646628554976096                 0.44                       -1.3                        -0.7        6000.0                50.0             6000.0               0.0             10000.0             3000.0       2678.7104154402477               0.0                      0.02                                   10.0  13571.061592366486             2.0882730116140163e+24                  0.0151   2.167763364691895e+34     48988316.6887969     0.00744278535270218    0.007504172163267481    0.007448366504589114  3.3364633149389123e+34   2.157751025492467e+33   2.7915360986627705e+31     2.1298356645058394e+33  2.2161372548675553e+34  1.1203260600713568e+34    13170321.3972293      13168060.676351434         2260.720877866875   35817995.364836104       35745772.420290865            72222.944545237   6.534121610139204e+50    7.12472937283437e+48    6.462874316410861e+50   0.0034806267905875044    0.009872356695190645    0.015727305834061678   0.021391188364043832   0.026399899633965093   0.030464106379475185   0.036513130013513966   0.045873085314548256     0.04048906882684387 
  614360   0.0004464046295068854     0.000160135754358033     781871.6108443935         39093.58054221968   0.0007752690063356031    1.4180491728705739e-05    0.004561765214192694      1.2516765678647239e-05   0.0038978469860856085      1.2017765160765757e-05     0.003951595062371484       1.2756185741813228e-05    0.003548659410981118       2.107238694680638e-05   0.0018635069426742035      2.1562854399853172e-05   0.0028060068589367106      2.4443826287000606e-05    0.002367287884377775      2.8189826500182934e-05   0.0032106526929780777      1.8407250453517285e-05   37.710337893832154        4.713792236729019       1.272727272727273                      1.0          3.0070723185683743                  1.2392996236433163                  1.0459743826940453                 0.44                       -1.3                        -0.7         500.0                50.0              500.0               0.0             10000.0              100.0        315.0481813051479               0.0                      0.02                                   10.0  13640.575372787083              1.405431302193105e+24                  0.0102  1.3923087729747575e+33    996510.8043375664  0.00035274064194900593   0.0005333509960668915   0.0003657389256993095  2.0731178541977463e+33   1.030917478080873e+32    9.268845404072732e+29     1.0216486326768003e+32   1.528920391619256e+33   5.441974625784903e+32  200425.72251483076      200312.69956571507        113.02294911566322    796085.0857016415        792540.7193652343         3544.3663364072227  3.1239695530004143e+49  2.5304960583629532e+47   3.0986645924167847e+49    0.000768108719589612   0.0018718370102846628   0.0023796871936142623   0.002816961192036884   0.003217943141518005   0.003557390217731287    0.00390181005729865   0.004560692700451722    0.003951401834216884 
  817648     0.19047564618747767      0.02142085931790199     44143992.21926462         3981219.621410096    0.011627692415723893     0.0003021317896237393    0.056969387007521625      0.00017513943942490992     0.04827683607520479        6.98490402670917e-05     0.050594912020938874        0.0002448813662917641      0.0429385472806494      0.00018508767107505312     0.02306555609040948      0.00025509685098933744    0.033471069146762726       0.0002750783734759674    0.028058135640729016       0.0003139568781459549     0.03842563301463825      0.00016203905531272697    30.33087222666069       3.7913590283325864       1.272727272727273                      1.0          3.3733985999065146                  1.4298467171416807                  1.1807615249584287                 0.44                       -1.3                        -0.7         500.0                50.0              500.0               0.0             10000.0              500.0       191.47441587685202               0.0                      0.02                                   10.0  13380.707103047644              4.009359073980726e+24                  0.0287   3.430082905904821e+35    58552829.16310025      0.1632629840707484     0.16204047329704607     0.16325060722799564   4.560540522416982e+35    4.68701172104106e+34   1.6324857380329616e+32       4.67068686366073e+34  2.1044115223964507e+35   2.456129000020532e+35    10293100.7562748      10243572.842145314         49527.91412948718   48259730.009472124         46676751.8431634         1582978.1663087234  1.4234861689586692e+52   6.175469686176677e+49   1.4173106992724925e+52    0.011443570325658512      0.0233384359527089     0.02846906015459321    0.03384679936998473    0.03869112285962866   0.043208438660375804   0.048363259773505585     0.0568747713826087     0.05036802941640437 
  440099     0.05989246732454167     0.010214898404325217    14245235.664400887        2282756.4365675454   0.0018668986061788424      9.56846766910637e-05    0.009664018561657568       8.760730096739939e-05    0.008190541597275034       5.093302492600841e-05     0.008745798958764607       0.00011736469280896707    0.007255454528408447       5.486803265711253e-05    0.003855544804259192       7.067632415590496e-05    0.005639960760627094       7.129496046539381e-05    0.004720632941636723       7.573737415446942e-05    0.006455579543837601       4.856747546644555e-05    8.005888877416007       1.0007361096770009       1.272727272727273                      1.0          3.3733985999065146                  1.4298467171416807                  1.1807615249584287                 0.44                       -1.3                        -0.7         500.0                50.0              500.0               0.0             10000.0              500.0       191.47441587685202               0.0                      0.02                                   10.0  13241.755742584737              5.460382687459294e+24                  0.0388   1.071148609849934e+35   18284917.094238844     0.05098387509126483    0.050602108599987435     0.05098001004243871  1.4241686789382792e+35   1.463663190385518e+34    5.097937504319821e+31     1.4585652528811982e+34   6.571670535679145e+34   7.670016253703647e+34   3214336.466080448      3198869.8555570585        15466.610523389838   15070581.128633983        14576247.63618532         494333.49244866235   4.445272236411059e+51  1.9284798504815225e+49   4.4259874379062435e+51   0.0018521666577771974    0.003930172946674672    0.004804666083781769   0.005706364495634516   0.006493158233581847    0.00729137968877162   0.008182160948417061   0.009604124569262247    0.008651076371922884 
 1342041     0.18468221947659597     0.034616702690220144     51236045.68983513         9475334.295273198     0.00224955946933236    0.00015837918717112682     0.01255999356126101      0.00012448745233004959    0.010724748942223177      0.00010555290075476689      0.01177251104870243       0.00018233922078526087    0.009450841415518014      0.00010519979196675465    0.004993957300608974       8.615524120302927e-05   0.0073686778023184145      0.00011304538456452297    0.006177395566163157       9.606386128740636e-05    0.008342534587390689       9.682085035459124e-05     16.7398218604796         2.09247773255995       1.272727272727273                      1.0          3.3733985999065146                  1.4298467171416807                  1.1807615249584287                 0.44                       -1.3                        -0.7         500.0                50.0              500.0               0.0             10000.0              500.0       191.47441587685202               0.0                      0.02                                   10.0  12936.767809560775              8.795977704544693e+24                  0.0615   3.594050659736745e+35    61351821.53201657      0.1710674207320005     0.16978647045374443     0.17105445224083535  4.7785473771297035e+35   4.911064260051127e+34   1.7105232161263094e+32      4.893959027889863e+34   2.205008400061232e+35  2.5735389770684715e+35  10785140.353354698      10733244.863555886        51895.489798813505    50566682.85791963        48908033.81676185         1658649.0411577818  1.4915328710757403e+52   6.470674764618481e+49   1.4850621963111217e+52   0.0022620268034912938     0.00507259640890999    0.006242812120833396    0.00740253748637268    0.00834271809938749   0.009448035333469431   0.010693121238125476   0.012468179585411068    0.011672630595956322 
 1078985    0.005249278639661456    0.0008214963882634348    1291116.5616676726         415232.5972479733   0.0016566294435158072     9.664534085034134e-05    0.009020155719226045       0.0002937220579970314    0.007318928919967238       0.0001683233273128381     0.007874410880786751       0.00026871754599882566   0.0062407792184842265       8.186904983462559e-05   0.0027918623351754768      0.00012140603469641715    0.004563504473083248       7.742707085351257e-05    0.003572331350137299      0.00011434720624311533    0.005582106718580861      5.3280555566967266e-05    2.630060856583535       0.3287576070729419       1.272727272727273                      1.0          3.6734403940929776                  1.6804704289561938                  1.3564464204445157                 0.44                       -1.3                        -0.7        4500.0                50.0             4500.0               0.2             10000.0             3000.0       1433.8579813536737               0.0                      0.02                                   10.0  13643.423253650779             1.3776657447116506e+24                    0.01   9.044947027215796e+33   1242493.3007765657    0.005208660827365075   0.0027372043532145948    0.005211017785523145   1.170272178056144e+34   1.495157703754634e+33    4.792402769882651e+30     1.4903653009847515e+33  3.8639967495968333e+33   7.838725030964606e+33  278816.40591610497       277235.0053075183        1581.4006085866633    963676.9460878245        913148.1685784709          50528.77750935358   4.541416764239024e+50   1.896353175444041e+48   4.5224532324845834e+50    0.001661401594847487    0.002821911245747934    0.003609351085917793  0.0045922425643300565   0.005591476947828969   0.006229150148392227   0.007278805717377491   0.008945713532601275      0.0078140839785421 
 1213326    0.027906324839086602     0.026107683601715143    208114108.44696632        40835269.867100544    0.001016454987570644    0.00010713548658287519     0.01703335095349651        0.000587254627844143    0.013995867726172805       0.0003482247722184226     0.016831889431770934       0.00041153437103002525     0.01187035013428989      0.00017113094957357626    0.004044507426883405      0.00021438100371360514    0.008835047456848885      0.00033238212864384665    0.006618828123151692       0.0003310204416605642     0.01041871095529507      0.00023338998369596062     9.68719777821374       1.2108997222767175       1.272727272727273                      1.0           2.749016599900255                  1.1685727309862206                  1.0038968615761312                 0.44                       -1.3                        -0.7        1000.0                50.0             1000.0               0.0             10000.0              100.0        799.1318673877013               0.0                      0.02                                   10.0  12903.784562405815              9.169543939343163e+24                   0.064   7.296999016643581e+34   258222341.05321014   0.0011835292002932295   0.0019066199033631113   0.0012328340956102382  1.4249556397951838e+35   4.719460989533776e+32   1.2862227733586022e+32      3.433238216175174e+32   1.406637781925785e+35  1.8317857869398563e+33   60575789.07382484       60575407.21148545        381.86233938389995     197646551.992591       197634605.51387367         11946.478717323842  1.3031776030474143e+50  2.6193915406235704e+49   1.0412384489850573e+50   0.0008944347945530199     0.00409829025450036   0.0068159313847761804   0.009059134673193183   0.010586093223850027   0.011975086111241562   0.013977254848000078   0.016879021163151924     0.01695591393464463 
  212399     0.08305480856695141     0.025768635331238587    27931696.588982135        6496474.7268920895    0.012354157401881762     0.0010679196933848039      0.0630792350479418       0.0007729508711374164    0.053382708266022344       0.0005803162890499227     0.055327032060358834        0.0008998961232661285     0.04761424343655848       0.0007121537173819136     0.02510786391265293       0.0004695593282478424     0.03718720713904147       0.0007541434304042685     0.03103540534305503       0.0007242945165756911    0.042893676078512286       0.0005851989868968127   10.894585556556095       1.3618231945695118       1.272727272727273                      1.0          3.3733985999065146                  1.4298467171416807                  1.1807615249584287                 0.44                       -1.3                        -0.7         500.0                50.0              500.0               0.0             10000.0              500.0       191.47441587685202               0.0                      0.02                                   10.0  13504.850549101282              2.747895023775681e+24                  0.0198   1.768922783779657e+35    30196189.53905251      0.0841961025995725     0.08356564344731836      0.0841897197570182    2.35190934381387e+35   2.417131611285285e+34    8.418867110269155e+31     2.4087127441750165e+34  1.0852628319878897e+35  1.2666465118259806e+35   5308239.171761683       5282697.207284408        25541.964477275913    24887951.19378928       24071595.956489094          816355.2373001867   7.341038644667907e+51  3.1847419809046604e+49     7.30919122485886e+51    0.012986891484844144    0.025619358049512587    0.031187036406492875   0.037096092590170424    0.04267476847506758    0.04731932420696032    0.05290308674415869   0.062253499396520535     0.05433721422567454 
