      id  redshift        cfht.megacam.u    cfht.megacam.u_err     subaru.suprime.g  subaru.suprime.g_err    subaru.suprime.r  subaru.suprime.r_err    subaru.suprime.i  subaru.suprime.i_err    subaru.suprime.z  subaru.suprime.z_err    subaru.suprime.Y  subaru.suprime.Y_err    paranal.vircam.J  paranal.vircam.J_err    paranal.vircam.H  paranal.vircam.H_err   paranal.vircam.Ks  paranal.vircam.Ks_err 
  380401    0.2632     4.084774494171143   0.40872659511296555    8.386147499084473    0.8390541658028298   14.86855697631836    1.4873041651560408  18.824731826782227    1.8827989392134787    21.2101993560791    2.1215904556631857  23.400569915771484    2.3410741177613517  25.336278915405273     2.536629275592185  26.646404266357422    2.6699268202767823   29.88166618347168     2.9903136154642644 
  502709    0.6184     0.832328200340271   0.08506438978582169   1.8995997905731201    0.1905534678847622   5.112310886383057    0.5117578809631069  11.264909744262695    1.1268394528362746   15.16830062866211    1.5174165109760258   19.40823745727539    1.9418180015714095  26.998188018798828    2.6999922255569584   37.90035629272461     3.790283013285852  51.213775634765625      5.121851826754795 
  719726    0.7576   0.43065911531448364    0.0446942247904965   0.7864096164703369   0.07936255063193504  1.6413733959197998   0.16477952596929699  3.9012672901153564    0.3905306508422146   5.488770484924316    0.5495755169393738  6.8749775886535645    0.6887678862403862  10.302103042602539    1.0308893807244557   14.58251667022705    1.4592163110083431  21.990619659423828      2.200063517392785 
  855094     0.802    0.5972161293029785   0.06188802332051786   1.0139175653457642   0.10210529641874802  2.9886364936828613   0.29944754339677027   7.866162300109863    0.7869681685326497    13.6322021484375    1.3637832573511546  17.479522705078125      1.74885926401732  27.067522048950195     2.706905705133126   38.75579071044922     3.875787020905712   55.33251190185547      5.533636066527372 
  893228     0.379   0.13087055087089539  0.021337419861792748   0.7673970460891724   0.07758468520035676    2.91725492477417   0.29229037871448693   5.377540111541748    0.5381461959509949   7.481996536254883    0.7488620071611524    8.92513656616211    0.8938436462392885  13.139062881469727     1.314140424719035   18.72212028503418    1.8725568100384673  25.511608123779297     2.5517713266289648 
 1038810    0.6295     0.170074924826622  0.022997557863797674   0.5065499544143677  0.051835065405066987  2.1244924068450928    0.2131663846086448  6.8342180252075195    0.6838155358058162   10.21926498413086    1.0225828179450005  13.835783004760742    1.3847627878362194  20.506332397460938    2.0535326841171297   31.22386932373047    3.1261093531809254  45.709842681884766     4.5722859024689315 
 1209790    0.5755    1.0303922891616821   0.10425387875310549   1.6560232639312744   0.16642176946022036   3.902174234390259    0.3908978842415579   5.993595123291016    0.5998714537811973    6.98399543762207    0.6994392996469836   8.430424690246582    0.8455352667458063  10.778999328613281     1.088904289151333   9.341217994689941    0.9573106000242602  13.987105369567871     1.4054901673550029 
  839138    0.9361    0.1943110227584839   0.02439470063361148   0.9309523701667786   0.09374010026707162  3.2761435508728027   0.32814984398439584    7.24924373626709    0.7252669794240275  12.581058502197266    1.2586460763783072   16.40772247314453    1.6416206870922652   23.31005096435547     2.331221465066561   30.12883758544922    3.0132243761644926   40.00398635864258     4.0009207587300635 
  973322    0.2495    1.2416282892227173   0.12753365678246756   2.3198201656341553   0.23308194283808528   4.429811000823975    0.4439469385875591   5.892118453979492     0.589995374882367   6.033618450164795    0.6053018166254782   6.591423034667969    0.6649598069889101   6.385395050048828     0.643854082627348   6.658304214477539    0.6766868418488389   8.190211296081543     0.8316058952759828 
  512611     0.838    1.5115844011306763   0.15150026134146877    1.887312412261963   0.18928409703995458   2.795332431793213    0.2800801636652711    5.52948522567749    0.5533191941223535   7.083791732788086    0.7090390243394431  7.5849103927612305    0.7598366314934685    9.01586627960205    0.9060965524391097   9.386996269226074    0.9474076973192411  11.033759117126465     1.1070204578626681 
 1379948    0.4149   0.28035321831703186   0.03466428074278511   1.5960253477096558    0.1603358226139107  5.8955159187316895     0.590087688602674  10.304981231689453    1.0308766406143486  13.471478462219238    1.3478006366998323  16.262672424316406    1.6276408842849892  21.040773391723633    2.1044943495260955   25.81898307800293     2.582572718240068  30.298009872436523     3.0311778219821255 
  833226     0.603   0.33590856194496155  0.036552059824735104   0.8509438633918762   0.08574661175816152  2.3557236194610596    0.2361444082869847   4.981513023376465    0.4985239313958344  7.0338358879089355    0.7040137718590895   8.480735778808594    0.8492476833154795  12.182720184326172    1.2216749058765901  17.928382873535156    1.7974008063814193   25.24580192565918      2.526113209818045 
  236475    0.5066    2.5844569206237793    0.2587930008931973   3.5521912574768066    0.3556906174862729   7.741499423980713    0.7746177860239308   10.32309627532959    1.0326545768121784  11.623991012573242    1.1630118771439997  13.861078262329102    1.3872826461968253  13.358078956604004    1.3446938927332206  15.479293823242188     1.562479132081087  16.323986053466797     1.6378601301410394 
